ToLID,Species,NCBI Species,Common name,Assembly version,Pipeline version,Curated,Required purging? (HiC asm only),Total bp,Genome size¹,Heterozygosity¹,Sequencing depth,Repeat content¹,Sex (metadata),Heterogametic,Mitogenome?,Assembler,Instance,Bionano,Draft assembly folder,,Curated assembly folder,Notes,% assigned to chr,# scaffolds,Total scaffold length,Average scaffold length,Scaffold N50,Scaffold auN,Scaffold L50,Scaffold NG50,Scaffold auNG,Scaffold LG50,Largest scaffold,Smallest scaffold,# contigs,Total contig length,Average contig length,Contig N50,Contig auN,Contig L50,Contig NG50,Contig auNG,Contig LG50,Largest contig,Smallest contig,# gaps in scaffolds,Total gap length in scaffolds,Average gap length in scaffolds,Gap N50 in scaffolds,Gap auN in scaffolds,Gap L50 in scaffolds,Largest gap in scaffolds,Smallest gap in scaffolds,Base composition (A:C:G:T),GC content %
bPatFas1,Patagioenas fasciata,Patagioenas fasciata,band-tailed pigeon,hap2,HiC,,,,"1,151,536,390",0.633,66,15.9,,,,Simona Secomandi,RU,,,,,,,476,"1,406,495,695","2,954,823","71,237,581.00","125,490,470",5,"85,910,070","153,275,056",3,"342,259,703","12,931",656,"1,400,322,520","2,134,638","17,514,312.00","18,549,105",26,"20,608,566","22,556,586",20,"45,714,709","12,931",180,"6,173,175","34,295","520,104","645,134.32",4,"1,174,653",13,"392,029,614:308,171,644:306,461,822:393,659,440",43.89
bPelCri1,Pelecanus crispus,Pelecanus occidentalis,Dalmatian pelican,pri,standard,,,,"1,213,254,022",0.454,26,10.4,,,,Linelle Abueg,RU,,,,,,,415,"1,320,013,401","3,180,755","87,854,365.00","108,294,294",5,"92,177,268","117,823,570",4,"225,214,842","16,542",710,"1,319,954,401","1,859,091","9,627,908.00","13,386,850",37,"10,389,468","14,564,165",31,"48,701,803","16,542",295,"59,000",200,200,200,148,200,200,"372,914,775:285,298,806:288,087,723:373,653,097",43.44
bPulPer1,Pulsatrix perspicillata,Pulsatrix perspicillata,spectacled owl,hap1,HiC,,,,"1,573,491,123",0.606,67,32.7,,,,Linelle Abueg,RU,,,,,,,"5,891","2,272,491,433","385,756.48","17,453,878","51,055,539.24",20,"63,795,889","73,736,212.32",7,"172,212,224","11,450","6,136","2,272,442,433","370,345.90","5,830,911","10,083,350.37",83,"11,352,809","14,562,416.60",42,"44,693,901","11,450",245,"49,000",200,200,200,123,200,200,"613,508,818:519,888,786:518,605,229:620,439,600",45.7
bPulPer1,Pulsatrix perspicillata,Pulsatrix perspicillata,spectacled owl,hap2,HiC,,,,"1,573,491,123",0.606,67,32.7,,,,Linelle Abueg,RU,,,,,,,"2,330","1,573,925,187","675,504.37","62,020,658","107,947,269.85",6,"62,020,658","107,977,048.24",6,"318,125,167","11,137","2,497","1,573,891,787","630,313.09","11,918,785","15,008,261.08",37,"11,918,785","15,012,082.69",37,"62,186,775","11,137",167,"33,400",200,200,200,84,200,200,"437,586,399:348,326,536:348,002,030:439,976,822",44.24
bRisTri1,Rissa tridactyla,Rissa tridactyla,black-legged kittiwake,hap1,trio,,,,"1,209,465,320",0.635,33,11,,,,Marcella Sozzoni,EU,,,,,,,784,"1,323,617,385","1,688,287","75,396,372.00","86,695,345",6,"83,459,269","94,877,848",5,"206,149,736","13,704",975,"1,321,880,905","1,355,775","16,308,823.00","22,132,905",23,"17,109,440","24,190,082",20,"88,849,838","13,704",191,"1,736,480","9,092","160,403","452,389.34",2,"860,358",13,"367,460,800:293,441,112:293,396,037:367,582,956",44.39
bRisTri1,Rissa tridactyla,Rissa tridactyla,black-legged kittiwake,hap2,trio,,,,"1,209,465,320",0.635,33,11,,,,Marcella Sozzoni,EU,,,,,,,785,"1,268,937,354","1,616,481","81,663,408.00","93,611,545",5,"81,663,408","98,214,627",5,"215,755,536","15,140",957,"1,268,082,724","1,325,060","18,169,445.00","20,317,525",22,"19,697,790","21,302,225",20,"68,422,273","14,258",172,"854,630","4,969","67,244","66,408.25",5,"138,837",13,"351,471,940:283,149,413:282,723,816:350,737,555",44.62
bSarPap1,Sarcoramphus papa,Sarcoramphus papa,king vulture,hap1,HiC,,,,"1,393,495,766",0.439,56,21.4,,,,Linelle Abueg,RU,,,,,,,137,"1,374,361,194","10,031,833.53","77,515,308","103,645,037.21",5,"77,515,308","102,221,851.38",5,"234,816,392","11,892",258,"1,374,336,994","5,326,887.57","43,198,327","73,363,623.93",8,"42,653,417","72,354,968.59",9,"233,235,662","11,892",121,"24,200",200,200,200,61,200,200,"384,403,979:301,952,786:302,617,930:385,362,299",43.99
bSarPap1,Sarcoramphus papa,Sarcoramphus papa,king vulture,hap2,HiC,,,,"1,393,495,766",0.439,56,21.4,,,,Linelle Abueg,RU,,,,,,,156,"1,638,869,439","10,505,573.33","77,618,568","93,471,557.89",6,"91,062,885","109,930,495.22",5,"236,910,404","12,295",285,"1,638,843,639","5,750,328.56","28,491,030","45,500,795.45",14,"39,322,292","53,511,959.65",10,"151,491,809","12,295",129,"25,800",200,200,200,65,200,200,"452,552,260:368,586,232:364,365,241:453,339,906",44.72
bStrCam1,Struthio camelus,Struthio camelus x Struthio molybdophanes,ostrich,hap1,HiC,,,,"1,289,140,269",0.459,89,13.1,,,,Linelle Abueg,RU,,,,,,,330,"1,357,671,406","4,114,155.78","77,132,291","97,639,301.90",5,"77,132,291","102,829,840.54",5,"225,574,516","12,520",400,"1,357,657,406","3,394,143.52","32,971,816","40,808,369.74",12,"34,543,386","42,977,313.43",11,"123,769,770","12,520",70,"14,000",200,200,200,35,200,200,"378,098,370:302,997,389:300,360,105:376,201,542",44.44
bStrCam1,Struthio camelus,Struthio camelus x Struthio molybdophanes,ostrich,hap2,HiC,,,,"1,289,140,269",0.459,89,13.1,,,,Linelle Abueg,RU,,,,,,,278,"1,479,251,728","5,321,049.38","75,519,581","92,396,950.78",6,"86,633,230","106,022,868.41",5,"224,657,354","17,944",351,"1,479,237,128","4,214,350.79","26,872,791","34,750,835.32",17,"28,829,471","39,875,199.82",14,"112,173,956","17,944",73,"14,600",200,200,200,37,200,200,"402,811,187:339,632,243:333,955,854:402,837,844",45.54
bStuVul1,Sturnus vulgaris,Sturnus vulgaris,European starling,hap1,HiC,,,,"1,075,032,321",0.897,43,14.7,,,,Linelle Abueg,RU,,,,,,,"1,032","1,356,553,132","1,314,489.47","41,185,148","54,615,769.84",9,"52,426,907","68,918,108.03",6,"133,086,568","18,007","1,270","1,307,264,928","1,029,342.46","17,386,430","19,500,856.55",23,"21,499,421","23,713,506.41",17,"63,456,676","18,007",238,"49,288,204","207,093.29","26,710,248","19,572,991.50",1,"26,710,248",13,"366,675,156:288,057,925:286,218,142:366,313,705",43.93
bStuVul1,Sturnus vulgaris,Sturnus vulgaris,European starling,hap2,HiC,,,,"1,075,032,321",0.897,43,14.7,,,,Linelle Abueg,RU,,,,,,,381,"1,099,815,025","2,886,653.61","48,123,403","67,436,226.20",6,"74,172,147","68,990,832.52",5,"157,946,305","22,535",562,"1,096,303,416","1,950,717.82","15,402,537","20,273,625.10",20,"15,460,505","20,674,768.58",19,"57,345,790","22,535",181,"3,511,609","19,401.15","856,468","657,027.67",2,"1,109,322",13,"311,638,040:236,287,126:237,300,145:311,078,105",43.2
fAmiCal2,Amia calva,Amia calva,bowfin,hap1,HiC,,,,"953,243,000",0.147,50,29.6,,,,Linelle Abueg,RU,,,,,,,406,"989,284,845","2,436,662.18","44,181,238","39,804,786.64",10,"44,181,238","41,309,794.23",10,"64,188,947","4,190",484,"989,269,245","2,043,944.72","18,310,377","18,123,382.34",19,"20,089,238","18,808,325.64",18,"37,401,183","4,190",78,"15,600",200,200,200,39,200,200,"293,248,665:201,738,144:201,488,454:292,793,982",40.76
fAmiCal2,Amia calva,Amia calva,bowfin,hap2,HiC,,,,"953,243,000",0.147,50,29.6,,,,Linelle Abueg,RU,,,,,,,313,"959,003,034","3,063,907.46","41,848,062","40,728,666.06",9,"41,848,062","40,974,771.72",9,"71,110,546","11,500",375,"958,990,634","2,557,308.36","20,343,451","23,155,574.40",15,"20,343,451","23,295,192.28",15,"55,811,391","11,500",62,"12,400",200,200,200,31,200,200,"284,471,672:194,403,483:194,843,646:285,271,833",40.59
fAtrSpa1,Atractosteus spatula,Atractosteus spatula,alligator gar,hap1,HiC,,,,"1,069,829,894",0.208,73,25.2,,,,Linelle Abueg,RU,,,,,,,346,"1,123,821,344","3,248,038.57","55,314,901","47,944,935.97",9,"60,152,071","50,364,588.50",8,"79,340,355","11,393",411,"1,123,808,344","2,734,326.87","24,563,650","25,076,137.13",16,"26,197,649","26,341,357.91",15,"52,540,295","11,393",65,"13,000",200,200,200,33,200,200,"334,720,416:227,618,709:227,214,575:334,254,644",40.47
fAtrSpa1,Atractosteus spatula,Atractosteus spatula,alligator gar,hap2,HiC,,,,"1,069,829,894",0.208,73,25.2,,,,Linelle Abueg,RU,,,,,,,281,"1,199,401,584","4,268,333.04","54,681,828","46,624,348.70",9,"63,966,740","52,271,223.68",8,"79,589,868","18,982",323,"1,199,393,184","3,713,291.59","23,006,130","24,364,342.95",18,"26,758,781","27,315,021.79",15,"52,830,887","18,982",42,"8,400",200,200,200,21,200,200,"355,726,701:243,995,054:244,052,213:355,619,216",40.69
fCypLut1,Cyprinella lutrensis,Cyprinella lutrensis,red shiner,hap1,HiC,,,,"808,473,125",1.71,55,38.1,,,,Linelle Abueg,RU,,,,,,,472,"905,473,521","1,918,376.10","36,464,699","42,489,711.71",9,"37,380,192","47,587,616.31",8,"85,182,916","18,629","1,265","905,314,921","715,663.97","1,162,085","2,070,317.90",210,"1,278,838","2,318,307.97",170,"10,046,950","18,629",793,"158,600",200,200,200,397,200,200,"277,807,774:174,595,042:174,643,945:278,268,160",38.58
fCypLut1,Cyprinella lutrensis,Cyprinella lutrensis,red shiner,hap2,HiC,,,,"808,473,125",1.71,55,38.1,,,,Linelle Abueg,RU,,,,,,,408,"914,550,828","2,241,546.15","36,156,036","38,790,289.57",10,"37,399,004","43,879,864.83",9,"85,051,253","15,598","1,208","914,390,828","756,946.05","1,165,438","2,253,152.35",208,"1,295,118","2,548,336.83",164,"12,604,180","15,598",800,"160,000",200,200,200,400,200,200,"280,761,908:176,313,175:176,507,771:280,807,974",38.59
fLatCha1,Latimeria chalumnae,Latimeria chalumnae,African coealacanth,pri,standard,,,,"2,783,345,682",0.407,43,45.3,,,,Linelle Abueg,RU,,,,,,,218,"2,949,472,329","13,529,689.58","194,890,316","219,855,936.50",5,"194,890,316","219,855,936.50",5,"432,068,277","7,791",350,"2,949,445,929","8,426,988.37","42,076,942","50,898,016.25",22,"42,076,942","50,897,560.67",22,"161,985,814","7,791",132,"26,400",200,200,200,66,200,200,"849,805,115:625,415,682:624,645,365:849,579,767",42.38
fLepOcu1,Lepisosteus oculatus,Lepisosteus oculatus,spotted gar,hap1,HiC,,,,"1,045,937,138",0.479,54,23.7,,,,Linelle Abueg,RU,,,,,,,867,"1,117,193,349","1,288,573.64","43,845,741","42,835,236.68",9,"43,845,741","45,753,458.58",9,"78,828,784","9,380",915,"1,117,183,749","1,220,965.85","16,908,595","21,323,619.01",20,"20,095,059","22,776,130.38",18,"53,267,800","9,380",48,"9,600",200,200,200,24,200,200,"331,940,048:226,255,767:226,929,391:332,058,543",40.56
fLepOcu1,Lepisosteus oculatus,Lepisosteus oculatus,spotted gar,hap2,HiC,,,,"1,045,937,138",0.479,54,23.7,,,,Linelle Abueg,RU,,,,,,,858,"1,199,201,757","1,397,671.05","43,984,975","41,397,259.59",10,"53,690,625","47,463,336.59",8,"78,916,909","15,282",910,"1,199,191,357","1,317,792.70","20,019,514","20,939,294.98",20,"24,937,884","24,007,390.74",16,"52,296,021","15,282",52,"10,400",200,200,200,26,200,200,"355,939,415:243,659,880:243,950,953:355,641,109",40.66
fOsmMor3,Osmerus mordax,Osmerus mordax,rainbow smelt,pri,standard,,,,need illumina numbers,,,,,,,Linelle Abueg,RU,,,,,,,466,"499,535,709","1,071,965.04","18,699,972","17,677,252.01",12,"21,217,581","28,237,975.55",7,"27,527,768","13,491",2201,"499,188,709","226,800.87","607,522","1,683,826.75",156,"1,338,610","2,687,908.15",49,"8,303,878","13,491",1735,"347,000",200,200,200,868,200,200,135988326:113599563:113749256:135851564,45.54
fSebFas1,Sebastes fasciatus,Sebastes fasciatus,Acadian redfish,pri,standard,,,,"804,186,330",0.275,49,27.4,,,,Linelle Abueg,RU,,,,,,,243,"833,856,063","3,431,506","36,007,996.00","34,227,782",11,"36,007,996","35,490,585",11,"45,414,667","6,737",614,"833,781,863","1,357,951","7,776,019.00","9,587,159",32,"8,122,843","9,939,984",30,"28,624,128","6,737",371,"74,200",200,200,200,186,200,200,"246,277,930:170,681,755:170,365,681:246,456,497",40.9
mCarSow1,Carollia sowelli,Carollia sowelli,Sowell's Short-tailed Bat,hap1,HiC,,,,"2,263,621,723",0.834,43,23.3,,,,Linelle Abueg,RU,,,,,,,592,"2,539,538,743","4,289,761.39","163,964,873","160,895,449.09",6,"213,387,639","180,507,291.65",5,"306,672,538","12,673",626,"2,539,531,943","4,056,760.29","63,545,791","115,321,890.63",8,"104,291,477","129,378,341.80",6,"306,672,538","12,673",34,"6,800",200,200,200,17,200,200,"732,628,324:530,338,210:538,670,520:737,894,889",42.09
mCarSow1,Carollia sowelli,Carollia sowelli,Sowell's Short-tailed Bat,hap2,HiC,,,,"2,263,621,723",0.834,43,23.3,,,,Linelle Abueg,RU,,,,,,,297,"2,280,302,715","7,677,786.92","241,156,969","207,495,966.12",4,"241,156,969","209,025,037.21",4,"338,667,245","15,520",331,"2,280,295,915","6,889,111.53","96,807,652","117,776,332.85",7,"96,807,652","118,643,891.75",7,"251,577,815","15,520",34,"6,800",200,200,200,17,200,200,"660,529,016:481,832,763:479,809,789:658,124,347",42.17
mDerPha1,Dermanura phaeotis,Dermanura phaeotis,Pygmy Fruit-eating Bat,hap1,HiC,,,,"2,028,225,912",1.25,50,19.2,,,,Linelle Abueg,RU,,,,,,,211,"2,173,294,424","10,299,973.57","149,192,418","151,181,698.63",6,"149,192,418","161,994,943.81",6,"241,130,166","15,871",256,"2,173,285,424","8,489,396.19","57,965,199","65,160,225.51",13,"62,705,912","69,820,510.37",11,"138,752,341","15,871",45,"9,000",200,200,200,23,200,200,"627,356,019:459,039,818:458,801,386:628,088,201",42.23
mDerPha1,Dermanura phaeotis,Dermanura phaeotis,Pygmy Fruit-eating Bat,hap2,HiC,,,,"2,028,225,912",1.25,50,19.2,,,,Linelle Abueg,RU,,,,,,,176,"2,131,710,404","12,111,990.93","156,917,333","156,304,214.79",6,"156,917,333","164,279,195.38",6,"246,189,570","16,622",211,"2,131,703,404","10,102,859.73","82,495,176","90,895,935.17",9,"101,513,163","95,533,329.53",8,"183,823,612","16,622",35,"7,000",200,200,200,18,200,200,"614,499,413:450,919,850:450,900,298:615,383,843",42.31
mEptChi1,Eptesicus chiriquinus,Eptesicus chiriquinus,Chiriquinan Serotine,hap1,HiC,,,,"2,010,509,721",0.768,42,30,,,,Linelle Abueg,RU,,,,,,,156,"2,162,733,933","13,863,679.06","98,499,313","90,884,956.12",10,"104,867,932","97,766,241.34",9,"128,427,727","9,464",443,"2,162,676,533","4,881,888.34","49,078,922","48,558,325.25",15,"49,656,166","52,233,495.51",14,"108,906,878","9,464",287,"57,400",200,200,200,144,200,200,"610,002,793:470,532,989:471,869,908:610,270,843",43.58
mEptChi1,Eptesicus chiriquinus,Eptesicus chiriquinus,Chiriquinan Serotine,hap2,HiC,,,,"2,010,509,721",0.768,42,30,,,,Linelle Abueg,RU,,,,,,,134,"2,002,525,120","14,944,217.31","102,867,081","92,248,019.80",9,"102,867,081","91,881,663.14",9,"132,721,435","14,305",400,"2,002,471,920","5,006,179.80","51,356,120","52,406,468.19",14,"51,356,120","52,196,952.78",14,"113,504,231","14,305",266,"53,200",200,200,200,133,200,200,"564,170,548:436,892,554:437,891,005:563,517,813",43.69
mGarKee1,Gardnerycteris keenani,Gardnerycteris keenani,Keenan's Hairy-nosed Bat,hap1,HiC,,,,"2,124,059,184",0.44,41,20.2,,,,Linelle Abueg,RU,,,,,,,365,"2,204,660,771","6,040,166.50","171,193,413","154,523,367.28",6,"171,193,413","160,387,059.18",6,"220,402,426","15,795",421,"2,204,649,571","5,236,697.32","58,795,598","64,666,010.95",12,"58,795,598","67,119,548.44",12,"127,768,174","15,795",56,"11,200",200,200,200,28,200,200,"638,526,891:463,830,327:463,381,301:638,911,052",42.06
mGarKee1,Gardnerycteris keenani,Gardnerycteris keenani,Keenan's Hairy-nosed Bat,hap2,HiC,,,,"2,124,059,184",0.44,41,20.2,,,,Linelle Abueg,RU,,,,,,,169,"2,058,432,638","12,180,074.78","179,070,575","160,061,351.96",5,"171,519,476","155,115,974.84",6,"221,319,888","24,001",214,"2,058,423,638","9,618,802.05","85,104,469","72,403,124.70",11,"85,104,469","70,165,795.98",11,"124,785,933","24,001",45,"9,000",200,200,200,23,200,200,"594,146,043:434,974,764:434,759,360:594,543,471",42.25
mMusLut2,Mustela lutreola,Mustela lutreola,European mink,pri,standard,,,,"2,572,597,696",0.171,35,24.4,,,,Linelle Abueg,RU,,,,,,,34,"2,586,267,127","76,066,680.21","154,078,643","163,788,738.52",7,"154,078,643","164,659,025.73",7,"289,168,877","38,844",64,"2,586,261,127","40,410,330.11","83,356,672","90,760,552.39",11,"83,356,672","91,242,594.55",11,"171,611,272","38,844",30,"6,000",200,200,200,15,200,200,752087122:541204141:541131424:751838440,41.85
fSebMen1,Sebastes mentella,Sebastes mentella,deepwater redfish,hap1,HiC,,,,,,,,,,,Linelle Abueg,RU,,s3://genomeark/species/Sebastes_mentella/fSebMen1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fSebMen1,Sebastes mentella,Sebastes mentella,deepwater redfish,hap2,HiC,,,,,,,,,,,Linelle Abueg,RU,,s3://genomeark/species/Sebastes_mentella/fSebMen1/assembly_vgp_HiC_2.0/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mMusNiv1,Mustela nivalis,Mustela nivalis,least weasel,hap1,HiC,,,,"2,721,088,461",0.704,29,29.5,,,,Linelle Abueg,RU,,,,,,,"4,313","3,011,965,241","698,345.75","114,869,128","117,917,120.83",9,"150,820,959","130,522,132.73",8,"266,532,989","10,256","4,759","2,996,145,133","629,574.52","18,358,477","30,967,407.49",36,"23,088,112","34,097,696.03",29,"146,204,149","10,256",446,"15,820,108","35,471.09","473,528","1,119,667.77",7,"3,510,744",13,"857,023,797:641,615,109:641,069,681:856,436,546",42.81
mMusNiv1,Mustela nivalis,Mustela nivalis,least weasel,hap2,HiC,,,,"2,721,088,461",0.704,29,29.5,,,,Linelle Abueg,RU,,,,,,,"4,400","3,127,155,873","710,717.24","114,456,315","103,738,514.03",11,"130,192,658","119,219,388.88",9,"220,750,416","14,402","4,796","3,112,538,499","648,986.34","21,729,373","34,630,108.60",34,"28,200,697","39,611,922.87",26,"147,601,005","14,402",396,"14,617,374","36,912.56","454,077","658,151.29",8,"1,730,164",13,"891,962,185:664,447,401:664,708,625:891,420,288",42.7
mMyoNes1,Myotis nesopolus,Myotis nesopolus,Curaçao Myotis,hap1,HiC,,,,"2,031,773,968",0.68,44,28.4,,,,Linelle Abueg,RU,,,,,,,238,"2,200,477,536","9,245,703.93","96,705,636","122,385,577.62",7,"96,705,636","132,547,575.92",7,"242,747,476","15,721",359,"2,200,453,336","6,129,396.48","51,470,620","57,032,373.75",14,"54,210,715","61,767,243.33",13,"147,930,170","15,721",121,"24,200",200,200,200,61,200,200,"628,887,297:470,959,170:471,381,440:629,225,429",42.82
mMyoNes1,Myotis nesopolus,Myotis nesopolus,Curaçao Myotis,hap2,HiC,,,,"2,031,773,968",0.68,44,28.4,,,,Linelle Abueg,RU,,,,,,,186,"2,047,904,271","11,010,238.02","100,362,027","124,172,809.38",7,"100,362,027","125,158,620.34",7,"238,584,501","17,170",345,"2,047,872,471","5,935,862.23","48,854,715","54,392,930.45",14,"53,992,170","54,823,905.93",13,"149,286,958","17,170",159,"31,800",200,200,200,80,200,200,"586,068,065:438,093,971:437,570,124:586,140,311",42.76
mMyoPil1,Myotis pilosatibialis,Myotis pilosatibialis,Hairy-legged Myotis,hap1,HiC,,,,"1,917,997,474",0.582,53,24.6,,,,Samuel Corcoran Talbot,RU,,,,,,,151,"2,065,624,040","13,679,629.40","130,406,328","170,589,463.80",5,"218,752,686","178,688,716.42",4,"321,817,548","14,751",227,"2,065,608,840","9,099,598.41","59,709,451","67,287,379.15",12,"61,977,238","70,481,533.07",11,"175,558,211","14,751",76,"15,200",200,200,200,38,200,200,"589,044,717:443,285,136:443,243,624:590,035,363",42.92
mMyoPil1,Myotis pilosatibialis,Myotis pilosatibialis,Hairy-legged Myotis,hap2,HiC,,,,"1,917,997,474",0.582,53,24.6,,,,Samuel Corcoran Talbot,RU,,,,,,,105,"2,072,236,470","19,735,585.43","115,107,047","139,042,714.55",6,"115,107,047","146,110,422.44",6,"284,472,143","17,145",176,"2,072,222,270","11,773,990.17","60,349,193","59,061,566.10",13,"60,349,193","62,063,311.02",13,"125,965,361","17,145",71,"14,200",200,200,200,36,200,200,"591,677,115:444,697,746:444,857,072:590,990,337",42.93
mMyoTri1,Myotis tricolor,Myotis tricolor,Temminck's Myotis,hap1,HiC,,,,"1,949,280,815",0.851,51,25.1,,,,Linelle Abueg,RU,,,,,,,214,"2,130,529,401","9,955,744.86","177,099,877","178,334,383.37",5,"181,412,668","194,916,321.99",4,"352,102,598","12,606",320,"2,130,508,201","6,657,838.13","59,717,690","55,210,096.47",14,"61,836,417","60,343,056.99",13,"102,720,308","12,606",106,"21,200",200,200,200,53,200,200,"607,810,292:458,233,200:457,906,945:606,557,764",43
mMyoTri1,Myotis tricolor,Myotis tricolor,Temminck's Myotis,hap2,HiC,,,,"1,949,280,815",0.851,51,25.1,,,,Linelle Abueg,RU,,,,,,,137,"1,942,268,793","14,177,144.47","110,057,347","128,884,818.41",7,"110,057,347","128,421,189.37",7,"237,138,380","14,575",243,"1,942,247,593","7,992,788.45","55,227,115","54,993,852.18",13,"55,227,115","54,795,428.24",13,"113,009,887","14,575",106,"21,200",200,200,200,53,200,200,"553,930,277:417,051,904:417,000,797:554,264,615",42.94
mNycThe2,Nycteris thebaica,Nycteris thebaica,Egyptian Slit-faced Bat,hap1,HiC,,,,"2,236,264,516",0.722,45,21.5,,,,Samuel Corcoran Talbot,RU,,,,,,,130,"2,339,814,217","17,998,570.90","138,569,573","161,501,161.71",6,"138,569,573","168,979,434.92",6,"308,431,157","16,725",208,"2,339,798,617","11,249,031.81","42,802,356","55,005,364.64",16,"44,587,693","57,551,991.36",15,"158,326,707","16,725",78,"15,600",200,200,200,39,200,200,"673,312,197:496,997,166:497,203,520:672,285,734",42.49
mNycThe2,Nycteris thebaica,Nycteris thebaica,Egyptian Slit-faced Bat,hap2,HiC,,,,"2,236,264,516",0.722,45,21.5,,,,Samuel Corcoran Talbot,RU,,,,,,,123,"2,220,374,795","18,051,827.60","115,679,226","165,404,066.78",7,"115,679,226","164,228,792.37",7,"416,416,807","12,001",190,"2,220,361,395","11,686,112.61","61,688,679","66,396,644.08",12,"61,688,679","65,924,466.54",12,"129,405,182","12,001",67,"13,400",200,200,200,34,200,200,"636,637,648:473,303,523:473,299,894:637,120,330",42.63
mPlaHel1,Platyrrhinus helleri,Platyrrhinus helleri,Heller's Broad-nosed Bat,hap1,HiC,,,,"2,137,892,019",0.81,37,19.8,,,,Linelle Abueg,RU,,,,,,,429,"2,271,633,491","5,295,182.96","151,720,680","152,830,513.46",6,"151,720,680","162,391,229.19",6,"245,532,410","16,904",488,"2,271,621,691","4,654,962.48","49,393,690","55,670,778.49",16,"50,610,008","59,153,103.55",14,"168,386,277","16,904",59,"11,800",200,200,200,30,200,200,"655,626,267:480,755,156:480,415,385:654,824,883",42.31
mPlaHel1,Platyrrhinus helleri,Platyrrhinus helleri,Heller's Broad-nosed Bat,hap2,HiC,,,,"2,137,892,019",0.81,37,19.8,,,,Linelle Abueg,RU,,,,,,,313,"2,152,184,118","6,875,987.60","157,586,535","155,063,373.64",6,"157,586,535","156,099,993.39",6,"247,075,477","16,438",368,"2,152,173,118","5,848,296.52","47,657,981","47,730,166.86",16,"47,657,981","48,049,003.94",16,"97,498,606","16,438",55,"11,000",200,200,200,28,200,200,"619,892,289:456,604,476:455,971,056:619,705,297",42.4
mPseCra1,Pseudorca crassidens,Pseudorca crassidens,false killer whale,hap1,HiC,,,,"2,582,115,475",0.337,44,29.5,,,,Linelle Abueg,RU,,,,,,,459,"2,587,125,804","5,636,440","105,405,928.00","137,052,567",8,"105,405,928","137,318,504",8,"356,495,201","9,247",526,"2,504,123,999","4,760,692","58,817,648.00","68,534,452",14,"58,817,648","66,464,404",14,"176,837,153","9,247",67,"83,001,805","1,238,833","80,511,623","78,109,860.90",1,"80,511,623",13,"724,666,776:529,079,236:526,236,158:724,141,829",42.14
mPseCra1,Pseudorca crassidens,Pseudorca crassidens,false killer whale,hap2,HiC,,,,"2,582,115,475",0.337,44,29.5,,,,Linelle Abueg,RU,,,,,,,457,"2,924,669,244","6,399,714","106,300,962.00","113,401,480",10,"110,511,256","128,445,774",8,"270,889,993","12,375",569,"2,831,803,917","4,976,808","49,911,180.00","60,994,560",16,"60,867,085","66,892,684",14,"148,572,385","12,375",112,"92,865,327","829,155","14,302,358","22,312,496.11",2,"41,064,052",13,"817,627,623:599,824,322:598,650,643:815,701,329",42.32
mRhiBla1,Rhinolophus blasii,Rhinolophus blasii,Blasius' Horseshoe Bat,hap1,HiC,,,,"2,020,230,410",0.356,35,14.4,,,,Linelle Abueg,RU,,,,,,,220,"1,988,725,612","9,039,661.87","100,801,060","108,203,884.23",8,"100,801,060","106,516,481.89",8,"228,182,371","11,833",302,"1,988,709,212","6,585,129.84","40,936,036","46,363,661.65",16,"40,936,036","45,640,259.93",16,"111,000,548","11,833",82,"16,400",200,200,200,41,200,200,"590,483,319:403,789,219:403,837,733:590,598,941",40.61
mRhiBla1,Rhinolophus blasii,Rhinolophus blasii,Blasius' Horseshoe Bat,hap2,HiC,,,,"2,020,230,410",0.356,35,14.4,,,,Linelle Abueg,RU,,,,,,,188,"2,107,140,793","11,208,195.71","94,687,214","87,541,212.18",10,"94,687,214","91,307,238.19",10,"143,329,240","16,192",289,"2,107,120,593","7,291,074.72","40,789,523","42,080,400.42",18,"44,719,628","43,890,279.96",17,"110,581,129","16,192",101,"20,200",200,200,200,51,200,200,"626,335,291:427,313,817:427,308,509:626,162,976",40.56
mRhiCli1,Rhinolophus clivosus,Rhinolophus clivosus,Geoffroy's Horseshoe Bat,hap1,HiC,,,,"2,149,756,106",0.551,50,19.2,,,,Linelle Abueg,RU,,,,,,,268,"2,254,462,196","8,412,172.37","100,917,361","91,856,928.37",10,"100,917,361","96,330,914.87",10,"157,708,944","13,906",296,"2,254,456,596","7,616,407.42","68,120,538","64,706,776.25",13,"73,798,190","67,858,218.01",12,"111,437,856","13,906",28,"5,600",200,200,200,14,200,200,"677,376,589:449,753,547:449,814,453:677,512,007",39.9
mRhiCli1,Rhinolophus clivosus,Rhinolophus clivosus,Geoffroy's Horseshoe Bat,hap2,HiC,,,,"2,149,756,106",0.551,50,19,,,,Linelle Abueg,RU,,,,,,,212,"2,101,262,840","9,911,617.17","111,774,456","231,287,514.95",5,"111,774,456","226,070,231.48",5,"579,570,740","16,874",243,"2,101,256,640","8,647,146.67","68,795,586","66,657,152.24",12,"68,422,396","65,153,336.86",13,"111,774,456","16,874",31,"6,200",200,200,200,16,200,200,"628,959,511:421,009,912:421,317,556:629,969,661",40.09
